"message","stack trace"
"Operation not allowed after ResultSet closed","[com.mysql.jdbc.SQLError.createSQLException(SQLError.java:957), com.mysql.jdbc.SQLError.createSQLException(SQLError.java:896), com.mysql.jdbc.SQLError.createSQLException(SQLError.java:885), com.mysql.jdbc.SQLError.createSQLException(SQLError.java:860), com.mysql.jdbc.ResultSetImpl.checkClosed(ResultSetImpl.java:743), com.mysql.jdbc.ResultSetImpl.getMetaData(ResultSetImpl.java:2801), com.opencsv.ResultSetHelperService.getColumnNames(ResultSetHelperService.java:86), com.opencsv.AbstractCSVWriter.writeColumnNames(AbstractCSVWriter.java:54), com.opencsv.AbstractCSVWriter.writeAll(AbstractCSVWriter.java:62), com.opencsv.ICSVWriter.writeAll(ICSVWriter.java:108), com.increff.omni.reporting.util.SqlCmd.processQueryWithCsv(SqlCmd.java:54), com.increff.omni.reporting.job.ReportTask.saveResultsOnCloud(ReportTask.java:73), com.increff.omni.reporting.job.ReportTask.runAsync(ReportTask.java:68), com.increff.omni.reporting.job.ReportTask$$FastClassBySpringCGLIB$$1288d6f5.invoke(<generated>), org.springframework.cglib.proxy.MethodProxy.invoke(MethodProxy.java:204), org.springframework.aop.framework.CglibAopProxy$CglibMethodInvocation.invokeJoinpoint(CglibAopProxy.java:721), org.springframework.aop.framework.ReflectiveMethodInvocation.proceed(ReflectiveMethodInvocation.java:157), org.springframework.aop.interceptor.AsyncExecutionInterceptor$1.call(AsyncExecutionInterceptor.java:115), java.util.concurrent.FutureTask.run$$$capture(FutureTask.java:266), java.util.concurrent.FutureTask.run(FutureTask.java), java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1149), java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:624), java.lang.Thread.run(Thread.java:750)]"
